timestamp,open,high,low,close,volume,EMA20,EMA50,RSI,MACD,Signal,Upper Band,Lower Band
2026-06-06 17:00:00,60774.0,60844.0,60501.0,60576.2,599.85374,60931.701766720515,,39.97372336254874,,,61489.55253784727,60295.01446215273
2026-06-06 18:00:00,60576.19,60754.74,60393.96,60637.21,975.00187,60903.65493179475,,41.61243760827672,,,61359.64218255731,60330.19681744268
2026-06-06 19:00:00,60637.2,60786.0,60536.0,60600.01,348.13504,60874.736366861915,,40.87962103429453,,,61337.75267658571,60306.44032341429
2026-06-06 20:00:00,60600.0,60756.0,60522.0,60711.69,328.01265,60859.20814144649,,44.06438806370336,,,61267.79930995726,60320.23369004275
2026-06-06 21:00:00,60711.69,61000.0,60707.93,60751.21,311.33205,60848.92260416588,,45.18958810402041,,,61236.725166143,60320.53383385701
2026-06-06 22:00:00,60751.22,60818.0,60429.09,60543.53,374.15284,60819.83759424532,,40.57090215568716,,,61220.01825069612,60296.42974930388
2026-06-06 23:00:00,60543.52,60942.75,60543.52,60884.62,562.39032,60826.00734717434,,49.669425845595775,-139.01724323929375,,61231.83277994086,60304.37322005915
2026-06-07 00:00:00,60884.62,60987.99,60746.0,60782.01,680.4546,60821.817123633926,,47.32226578285097,-126.10632943944074,,61150.732412826204,60453.547587173794
2026-06-07 01:00:00,60782.0,61664.13,60758.0,61479.75,1285.5692,60884.47739757355,,60.865027028479574,-58.89366102713393,,61283.460495276726,60374.55650472327
2026-06-07 02:00:00,61479.75,61568.0,61184.0,61506.74,523.36778,60943.74050256655,,61.27970667624385,-3.4099617180399946,,61406.15936624244,60323.83563375755
2026-06-07 03:00:00,61506.73,61778.33,61416.1,61701.07,469.79753,61015.86712136974,,64.21949335761292,55.601141292994726,,61550.87679812473,60248.730201875274
2026-06-07 04:00:00,61701.06,61907.07,61482.46,61890.92,486.27163,61099.205490763095,,66.86618901048749,116.34600956326176,,61699.199444898775,60163.099555101224
2026-06-07 05:00:00,61890.92,62159.0,61647.0,61748.1,1139.66042,61161.00496783328,,63.08567063656434,151.21921393952653,,61816.250899731014,60122.734100269
2026-06-07 06:00:00,61748.11,62272.0,61619.4,62101.0,1749.1221,61250.52830423011,,67.91313794797483,204.96979612675204,,62005.08605940093,60084.698940599075
2026-06-07 07:00:00,62101.01,62416.26,61983.46,62404.73,1528.1498,61360.45227525581,,71.38198093641792,268.9754112748342,90.49128067166048,62244.99863275982,60004.968367240166
2026-06-07 08:00:00,62404.72,62960.0,62259.37,62855.01,2005.84536,61502.79110618383,,75.59435835730496,351.9767859774729,142.78838173282296,62564.52297203735,59867.882027962645
2026-06-07 09:00:00,62855.0,62900.0,62374.63,62530.0,1248.753,61600.620524642516,,67.83316443870268,387.0684979413272,191.6444049745238,62751.382628565174,59853.90237143483
2026-06-07 10:00:00,62530.0,62570.31,62298.39,62370.52,674.16526,61673.94428420037,,64.34232338049111,397.4289161700872,232.8013072136365,62881.49192790072,59881.74007209928
2026-06-07 11:00:00,62370.53,62754.45,62359.44,62621.96,794.29873,61764.23149522891,,67.20764531833791,421.0748402391182,270.45601381873286,63039.434975163196,59907.59302483681
2026-06-07 12:00:00,62621.97,62643.97,61577.12,61900.67,1957.0674,61777.22563854044,,53.841707564228344,377.2634720283677,291.81750546065985,63071.93800642141,59987.75699357858
2026-06-07 13:00:00,61900.66,61907.64,61649.12,61700.13,1146.18923,61769.88319677468,,50.81580231839743,322.64153429027647,297.9823112265832,63065.67958305959,60106.40841694043
2026-06-07 14:00:00,61700.14,62312.67,61696.98,61905.49,923.54392,61782.79813041518,,53.686227216611464,292.5517365263586,296.89619628653827,63068.46753997642,60230.448460023596
2026-06-07 15:00:00,61905.49,62219.92,61674.51,62093.99,527.33835,61812.43545132803,,56.212338790232664,280.68022276230477,293.65300158169157,63069.7133276965,60378.60067230351
2026-06-07 16:00:00,62093.99,62332.0,61966.0,62083.64,482.9603,61838.26445596345,,56.031625842122544,267.3549031720904,288.3933818997713,63062.60767388235,60522.901326117644
2026-06-07 17:00:00,62083.64,62330.0,62046.62,62160.01,573.97699,61868.90688872884,,57.126867505435,259.9602521749475,282.70675595480657,63047.54758931884,60678.841410681154
2026-06-07 18:00:00,62160.01,62296.0,62022.0,62030.14,373.61361,61884.26242313562,,54.63452648141749,240.84421219513752,274.33424720287275,62956.280823904875,60918.76917609513
2026-06-07 19:00:00,62030.15,62036.78,61184.0,61328.0,1046.65633,61831.285049503655,,43.56753446551836,167.11142631699477,252.88968302569717,62902.286132269364,61017.10186773064
2026-06-07 20:00:00,61327.99,61962.47,61217.17,61878.01,569.10903,61835.73504478902,,51.803418176862415,151.31461200999183,232.5746688225561,62789.358054022465,61239.62994597755
2026-06-07 21:00:00,61878.0,62017.71,61652.01,61778.41,374.19369,61830.275516713875,,50.36982778070655,129.26850835624646,211.91343672929418,62773.38884456202,61285.46515543799
2026-06-07 22:00:00,61778.42,64234.68,61728.11,62865.87,4892.75492,61928.90356274113,,62.55431129585103,197.27172049810906,208.98509348305717,62884.97090534059,61309.7960946594
2026-06-07 23:00:00,62865.87,63444.11,62803.42,63332.01,1159.24525,62062.532747241974,61713.28718424038,66.36608041965445,285.48743689987896,224.28556216642153,63110.13504737889,61247.7259526211
2026-06-08 00:00:00,63332.01,63863.06,63138.37,63631.42,1255.61981,62211.950580837976,61788.50807897605,68.57858946590095,375.2334547428618,254.4751406817096,63380.49739982215,61151.41360017786
2026-06-08 01:00:00,63631.43,63643.99,62720.86,63211.41,1129.10442,62307.13719218674,61844.30815431032,62.37950556285141,407.7660504347368,285.13332263231507,63499.264466747176,61178.97753325282
2026-06-08 02:00:00,63211.41,63260.0,62918.0,63129.93,502.88284,62385.49841197848,61894.72469727854,61.223308571504596,422.10781571544067,312.5282212489402,63594.34544744511,61186.789552554874
2026-06-08 03:00:00,63129.94,63458.0,62978.36,63130.12,427.85473,62456.414753694815,61943.17157189507,61.22511336579162,428.5490527220827,335.73238754356873,63673.09817046315,61180.57582953685
2026-06-08 04:00:00,63130.12,63171.1,62657.07,62684.61,553.63898,62478.14763429531,61972.2475886835,54.78614570088431,393.17259678458504,347.22042939177203,63655.04635750882,61181.587642491184
2026-06-08 05:00:00,62684.61,62825.27,62408.0,62764.0,674.10723,62505.37166912433,62003.29670285278,55.68063107256206,367.308506271911,351.23804476779986,63675.15019469211,61184.8838053079
2026-06-08 06:00:00,62763.99,63144.0,62734.0,62988.03,629.53051,62551.33912920773,62041.91369489777,58.194049934277324,360.7301048016161,353.13645677456316,63729.005747921954,61192.779252078035
2026-06-08 07:00:00,62988.58,63350.0,62812.0,63283.99,976.9078,62621.11540261652,62090.62256960766,61.31525673308879,375.0745468997993,357.5240747996104,63810.82266134367,61177.16533865631
2026-06-08 08:00:00,63284.0,63284.0,62992.01,63132.83,490.75057,62669.85012617685,62131.49344923089,58.89665893184548,369.98036852202495,360.0153335440933,63870.923692159064,61240.280307840934
2026-06-08 09:00:00,63132.84,63577.86,63128.47,63502.0,706.93226,62749.10249511238,62185.23880416301,62.76012835781232,391.2223613198148,366.2567390992376,63961.131232074804,61330.259767925185
2026-06-08 10:00:00,63501.99,63568.19,63096.88,63172.3,982.6729,62789.40701938739,62223.9470863527,57.55687701006182,377.1057190808133,368.42653509555277,63997.525314234386,61420.546685765614
2026-06-08 11:00:00,63172.3,63873.08,63058.0,63479.61,1572.11873,62855.14063658859,62273.188769240835,60.817673052691376,386.26292850518075,371.9938137774784,64076.04803011533,61480.58596988466
2026-06-08 12:00:00,63479.62,63933.18,62718.3,63872.0,2589.09295,62951.98438548492,62335.88724887845,64.56151395818708,420.33728998005245,381.6625090179932,64207.450188262126,61528.01981173789
2026-06-08 13:00:00,63872.0,63943.56,63362.1,63758.0,1304.57724,63028.747777343495,62391.656376373416,62.68747111600936,433.14954139221663,391.9599154928379,64299.5370424117,61595.7319575883
2026-06-08 14:00:00,63758.0,64077.57,63560.68,63964.08,1937.84618,63117.827036644114,62453.320047888184,64.68320561009472,454.6908831949986,404.5061090332701,64396.556445906266,61692.10655409372
2026-06-08 15:00:00,63964.07,64200.0,63711.0,63774.48,2295.29096,63180.36541410658,62505.13024208865,61.427834854255394,451.26155402971926,413.85719803255995,64300.729687722844,62032.58131227714
2026-06-08 16:00:00,63774.48,64046.86,63472.0,63532.01,873.93622,63213.85537466786,62545.40003651655,57.44608714841761,424.08983968051325,415.9037263621506,64225.748064729596,62272.962935270385
2026-06-08 17:00:00,63532.01,63646.0,63268.01,63550.0,1044.76064,63245.86914850902,62584.7961135159,57.66534863403343,399.4036265615505,412.60370640203064,64050.18384658402,62625.686153415976
2026-06-08 18:00:00,63549.99,63690.0,63339.98,63466.83,414.77155,63266.913039127205,62619.385677691746,56.22304260628653,368.87632424257754,403.85822997014003,64048.01285346548,62687.953146534535
2026-06-08 19:00:00,63466.83,63596.0,63356.0,63372.01,379.67287,63276.92227349604,62648.900356997954,54.54794984498675,333.1912147420444,389.7248269245209,64049.81315055548,62690.15284944454
2026-06-08 20:00:00,63372.01,63485.49,63160.31,63485.49,793.95609,63296.78586649642,62681.70779397843,56.228755391685056,310.4882803499786,373.8775176096125,64034.218025969756,62691.154974030236
2026-06-08 21:00:00,63485.49,63850.0,63483.41,63728.96,413.19539,63337.94530778248,62722.77650794006,59.67429156001282,308.58486132086546,360.8189863518631,64074.516148342926,62702.61185165707
2026-06-08 22:00:00,63728.96,63728.96,63210.0,63440.01,571.04903,63347.66575466034,62750.90331155026,54.219417920754985,280.5267995593531,344.7605489933611,64079.878537609686,62728.25746239033
2026-06-08 23:00:00,63440.0,63594.0,62978.66,63085.99,533.11634,63322.74425421649,62764.04396599927,48.38379604122756,227.10618935236562,321.22967706516204,64081.512608769255,62722.21039123074
2026-06-09 00:00:00,63086.0,63184.0,62423.07,62562.0,1868.43384,63250.292420481586,62756.12067321499,41.298660772326166,140.86455811495398,285.15665327512045,64102.80866370907,62688.65333629092
2026-06-09 01:00:00,62562.0,62879.1,62546.62,62764.01,752.22836,63203.97980900715,62756.430058579106,44.66298971855776,87.80579223818495,245.68648106773335,64102.80737684156,62688.655623158425
2026-06-09 02:00:00,62764.0,62874.0,62544.11,62868.0,357.79841,63171.98173195885,62760.80535039953,46.36705215651267,53.53039683913812,207.25526422201432,64112.41127705115,62667.04872294886
2026-06-09 03:00:00,62867.99,62979.94,62702.0,62875.17,780.82683,63143.713947962766,62765.29023861916,46.48940718854661,26.63838737448532,171.13188885250852,64125.142887650436,62613.43511234957
2026-06-09 04:00:00,62875.18,63424.0,62748.0,63242.36,1115.32376,63153.10881006155,62783.99885671253,52.469634524118646,34.55708779534325,143.81692864107546,64125.25517597114,62624.27582402886
2026-06-09 05:00:00,63242.36,63526.01,63120.24,63338.68,946.88593,63170.782256722356,62805.75105841008,53.92429043395971,48.05103156899713,124.6637492266598,64114.924782600596,62618.2742173994
2026-06-09 06:00:00,63338.69,63506.0,63230.0,63300.0,975.96129,63183.08870846308,62825.13336984498,53.219892954083015,54.99003559030825,110.7290064993895,64116.73465644992,62629.23434355008
2026-06-09 07:00:00,63300.0,63443.6,63012.0,63198.44,669.83742,63184.5507362285,62839.772845537336,51.32416439844358,51.6982577085364,98.92285674121888,64104.709538686846,62613.14246131315
2026-06-09 08:00:00,63198.44,63208.86,62769.52,62849.75,844.01531,63152.664951825784,62840.16410649666,45.351169668363696,20.71434902385954,83.28115519774701,64046.01820728062,62569.60879271939
2026-06-09 09:00:00,62849.75,62944.43,62590.0,62715.37,709.2584,63111.01781355666,62835.27021996738,43.261619305663615,-14.51662614531233,63.72159892913515,64006.508011712605,62504.85598828741
2026-06-09 10:00:00,62715.37,62835.37,62596.0,62786.01,503.06926,63080.06468845603,62833.33844663533,44.70393171602333,-36.31871066651365,43.71353701000539,63899.3552024683,62494.2017975317
2026-06-09 11:00:00,62786.0,62818.0,62498.75,62711.12,472.29218,63044.927099079265,62828.54556637513,43.443088968927775,-58.960358531650854,23.178757901674143,63823.85435999376,62463.36664000623
2026-06-09 12:00:00,62711.12,62895.18,62421.24,62645.15,693.6037,63006.85308964315,62821.35358338003,42.31101200470972,-81.29019251680438,2.2849678179784396,63788.025978826365,62410.50902117364
2026-06-09 13:00:00,62645.14,62738.0,62140.0,62273.61,1172.01624,62937.02041443904,62799.87344285532,36.536377315936555,-127.49721125141514,-23.671467995900276,63779.629854108374,62291.26614589162
2026-06-09 14:00:00,62273.62,62395.01,61148.07,61541.95,2741.42922,62804.15656544484,62750.543111762956,28.335059372478455,-220.61237167025683,-63.05964873077159,63901.308033385256,61977.099966614755
2026-06-09 15:00:00,61541.95,61706.86,61037.0,61131.84,1576.3984,62644.88832111676,62687.064558360486,24.953854176645407,-323.767071466551,-115.20113327792748,64048.38724323246,61606.00375676753
2026-06-09 16:00:00,61131.85,61484.67,60780.0,61390.51,2117.17514,62525.423719105645,62636.21928156204,30.580616137024805,-380.2619835979349,-168.21330334192896,64054.198195013414,61390.69480498658
2026-06-09 17:00:00,61390.51,61889.0,61390.51,61692.01,925.52892,62446.05098395273,62599.19146659882,36.551987851938286,-396.1396271926351,-213.7985681120702,63940.37811603271,61300.81988396729
2026-06-09 18:00:00,61692.01,61964.0,61602.0,61792.01,528.51144,62383.76136643342,62567.537291438086,38.44331198391617,-396.0877567646312,-250.2564058425824,63848.80303780702,61227.59496219298
2026-06-09 19:00:00,61792.0,62103.39,61722.0,62098.09,436.3094,62356.554569630236,62549.127593734636,43.95060875610182,-367.1166587738626,-273.62845642883843,63787.514002370066,61190.09399762994
2026-06-09 20:00:00,62098.09,62272.0,61954.39,62160.0,406.81988,62337.83508680831,62533.867688097984,45.02203536327814,-335.29614999164914,-285.96199514140056,63774.68352260212,61162.72447739789
2026-06-09 21:00:00,62159.99,62176.86,61698.0,61761.2,425.20913,62282.917459493234,62503.56699444709,39.750756904536544,-338.35761860966886,-296.4411198350542,63752.054216042314,61085.072783957694
2026-06-09 22:00:00,61761.21,61976.0,61666.66,61717.5,276.69194,62229.068177636735,62472.74083780211,39.209020774716215,-340.3863177421954,-305.2301594164825,63711.17196005905,61010.90503994095
2026-06-09 23:00:00,61717.5,61878.0,61556.0,61730.0,340.59519,62181.537875004666,62443.61374612359,39.46316215794639,-337.09955703129526,-311.60403893944505,63658.96334350744,60948.59665649257
2026-06-10 00:00:00,61730.0,61930.0,61440.0,61923.16,538.2675,62156.930458337556,62423.203795295216,43.400822379048826,-315.2740942859309,-312.33805000874224,63530.84236706098,60944.79763293901
2026-06-10 01:00:00,61923.16,61974.7,61590.0,61714.0,336.41204,62114.74660516255,62395.39188175423,40.34090131260171,-311.26663379556703,-312.1237667661072,63364.06681610266,60949.10518389733
2026-06-10 02:00:00,61714.0,61837.67,61235.29,61302.36,512.06602,62037.37645228993,62352.52788639132,35.09646033305151,-337.4170663595796,-317.1824266848017,63198.00394405325,60915.40405594676
2026-06-10 03:00:00,61302.37,61594.0,61286.0,61549.64,334.76343,61990.92536159565,62321.042086924994,40.131555521558894,-334.33404838141723,-320.61275102412486,63006.78068711741,60941.747312882595
2026-06-10 04:00:00,61549.64,61560.0,61182.65,61295.99,306.03442,61924.74104144368,62280.84396586911,36.96383482928576,-348.34269186426536,-326.158739192153,62886.861304533944,60906.29069546606
2026-06-10 05:00:00,61296.0,61400.01,61080.0,61361.17,464.90737,61871.06760892524,62244.778320148755,38.31133986961303,-350.14886334667244,-330.9567640230569,62769.915202781594,60887.81679721841
2026-06-10 06:00:00,61361.17,61521.99,61145.5,61472.89,511.66925,61833.14593188474,62214.50818994684,40.653087023953596,-338.6615177748099,-332.49771477340755,62606.09173303249,60920.32826696751
2026-06-10 07:00:00,61472.89,61813.34,61440.0,61687.56,937.80783,61819.28060503858,62193.843555046966,44.975404242124114,-308.67739782221906,-327.73365138316984,62434.11978969308,60989.94421030693
2026-06-10 08:00:00,61687.56,61736.0,61168.0,61261.55,739.92297,61766.16340455871,62157.2830234765,38.917811951298695,-315.65157851095864,-325.3172368087276,62250.06880848262,61035.63519151738
2026-06-10 09:00:00,61261.56,61421.46,60755.0,61334.94,906.84186,61725.094508886454,62125.03427745782,40.406907831710555,-311.66403826981696,-322.5865971009455,62142.99442512448,61048.84257487553
2026-06-10 10:00:00,61334.95,61456.0,61151.4,61386.09,340.43647,61692.80836518298,62096.056070498686,41.47774288224236,-300.90782824305643,-318.2508433293677,62142.446909056875,61033.80409094313
2026-06-10 11:00:00,61386.09,61430.0,60867.19,61034.04,826.04256,61630.06852087984,62054.40838145952,36.60265311098734,-317.1352098090647,-318.0277166253071,62155.02167760382,61011.44932239617
2026-06-10 12:00:00,61034.04,61950.0,60960.0,61564.01,1340.16125,61623.777233176996,62035.17707238268,46.74933723463593,-283.9580847133766,-311.213790242921,62156.96245398193,61026.85854601807
2026-06-10 13:00:00,61564.0,62446.0,61444.87,62146.42,1199.64944,61673.55273477919,62039.53954013238,55.229549809473724,-208.26856408612366,-290.6247450115616,62228.39887253474,61000.86312746528
2026-06-10 14:00:00,62146.43,62258.01,61814.79,62195.99,902.47236,61723.30866480021,62045.67485228405,55.87365157623168,-142.63992468771903,-261.0277809467931,62295.42215738594,60974.237842614064
2026-06-10 15:00:00,62195.99,62857.99,61852.0,62639.23,1341.51604,61810.53926815258,62068.9515247435,61.24295988468218,-54.23777217116003,-219.6697791916665,62431.49441932743,60892.27958067258
2026-06-10 16:00:00,62639.23,62646.0,61930.0,62219.33,748.11357,61849.471718804714,62074.848719851594,54.479830281295165,-17.855028493846476,-179.3068290521025,62442.53312998321,60887.1738700168
2026-06-10 17:00:00,62219.33,62360.0,61654.54,61969.99,885.28682,61860.949650347124,62070.73661319075,50.8862855711649,-9.036924148444086,-145.25284807137083,62463.40136904821,60887.1846309518
2026-06-10 18:00:00,61969.99,62162.9,61588.8,61882.0,641.1773,61862.95444555216,62063.33517737935,49.641881044767,-9.044313346224953,-118.01114112634167,62476.634302608785,60890.40169739122
2026-06-10 19:00:00,61881.99,62062.98,61673.79,61942.44,400.79146,61870.52449835672,62058.59419003114,50.53666876292902,-4.125609004353464,-95.23403470194404,62495.113262400075,60893.166737599924
2026-06-10 20:00:00,61942.45,61949.21,61688.0,61805.51,307.34434,61864.33264137036,62048.66931983384,48.43683410193357,-11.148098662379198,-78.41684749403107,62484.12832818434,60892.38667181567
2026-06-10 21:00:00,61805.5,61805.51,61179.19,61356.18,571.34637,61815.93715171604,62021.51287591879,42.23521997307457,-52.366993993739015,-73.20687679397267,62479.10167394189,60861.631326058116
2026-06-10 22:00:00,61356.18,61574.0,61104.24,61381.46,578.03926,61774.55837536213,61996.41276313766,42.67988439864623,-82.04758727052103,-74.97501888928234,62476.566880049526,60872.07611995047
2026-06-10 23:00:00,61381.46,61604.0,61166.0,61510.99,327.64659,61749.45662532764,61977.37657634795,45.015428572358076,-94.03372060964466,-78.7867592333548,62476.0114561794,60868.7665438206
2026-06-11 00:00:00,61510.99,61974.7,61510.99,61812.0,597.44488,61755.4131372012,61970.89122041274,50.103427210167,-78.3407627344859,-78.69755993358103,62484.770324644756,60911.608675355244
2026-06-11 01:00:00,61812.0,62378.0,61812.0,62206.01,839.43174,61798.32712413442,61980.111564710285,55.86100232821374,-33.7219408923047,-69.70243612532578,62540.70129876216,60940.16170123783
2026-06-11 02:00:00,62206.01,62304.0,61944.19,62148.0,429.18601,61831.629302788286,61986.69542491773,54.85734834648455,-3.007457216612238,-56.36344034358307,62583.37223298677,60965.00176701323
2026-06-11 03:00:00,62148.01,62848.0,62012.0,62689.48,986.08995,61913.3293691894,62014.25560433272,61.76325145716334,64.28585571696021,-32.233581131474416,62724.72384323394,60923.84215676605
2026-06-11 04:00:00,62689.47,62854.0,62546.34,62726.86,589.32674,61990.80847688565,62042.20087475105,62.19322781412978,119.25781478780118,-1.9353019476192976,62840.37284235168,60954.724157648314
2026-06-11 05:00:00,62726.85,62726.86,62556.84,62610.0,295.46093,62049.77909813463,62064.46750711375,59.92451553964217,151.64578483147488,28.78091540819954,62915.69749936866,61006.90550063134
2026-06-11 06:00:00,62610.0,62997.53,62544.89,62772.0,1198.75098,62118.56204116943,62092.2138793838,61.994271767303836,188.21589486760786,60.66791130008121,63008.828575836684,61052.365424163305
2026-06-11 07:00:00,62772.01,62842.92,62612.01,62719.39,399.47563,62175.78375153425,62116.809021368754,60.89436594662792,210.52597088033508,90.63952321613199,63023.046727451605,61206.6822725484
2026-06-11 08:00:00,62719.39,63050.0,62719.38,62957.99,546.92925,62250.27958472146,62149.79651072685,64.01281487841175,244.6398370341194,121.43958597972947,63126.289119047804,61242.837880952204
2026-06-11 09:00:00,62958.0,62989.97,62790.0,62927.49,401.22464,62314.77581474798,62180.29429461991,63.31772860058834,266.14625824253744,150.38092043229108,63219.02817619,61228.205823809985
2026-06-11 10:00:00,62927.49,63214.97,62789.62,63148.0,666.36315,62394.1304990577,62218.24353796815,66.17725296024264,297.55355396716914,179.8154471392667,63344.77435233478,61197.6606476652
2026-06-11 11:00:00,63148.0,63257.21,63040.01,63108.0,563.58106,62462.11807057601,62253.13594824391,65.1845965574752,315.57860270905803,206.96807825322497,63418.61383394929,61170.6981660507
2026-06-11 12:00:00,63108.01,63190.0,62500.0,63010.01,1835.01045,62514.29825433068,62282.81728360689,62.70325390409116,318.2875884446257,229.23198029150512,63499.625940616206,61168.75405938377
2026-06-11 13:00:00,63010.0,63239.43,62677.84,63077.57,1087.23984,62567.94318248966,62313.98405679878,63.728435070552585,322.17220589049975,247.82002541130407,63585.38170857773,61193.756291422265
2026-06-11 14:00:00,63077.71,63100.0,62732.6,62734.02,782.87001,62583.76002225255,62330.456054571376,55.39064272017289,294.1385334519073,257.0837270194247,63613.23422074332,61251.10577925668
2026-06-11 15:00:00,62734.02,62887.88,62518.1,62749.44,633.18968,62599.53906775231,62346.88679752936,55.67098269440875,270.052909365244,259.6775634885886,63638.952663945944,61306.08733605405
2026-06-11 16:00:00,62749.44,62842.0,62548.79,62582.45,564.46406,62597.91153749019,62356.12457017527,51.869427568531826,234.783740529645,254.69879889679987,63637.40663289221,61385.32736710777
2026-06-11 17:00:00,62582.45,63655.83,62348.0,63644.19,1821.97042,62697.55710534826,62406.63693997232,67.20385587237718,289.17281063817063,261.593601245074,63723.66619574341,61527.86880425659
2026-06-11 18:00:00,63644.18,63788.0,63324.35,63461.12,793.20489,62770.27738102938,62447.989216836155,63.45012828180503,313.8860386646411,272.0520887289874,63725.75964548969,61733.74135451031
2026-06-11 19:00:00,63461.12,63933.02,63390.0,63605.68,946.18552,62849.839535217056,62493.388855391604,65.10748675947085,341.2030573330776,285.8822824498055,63731.44209064599,61937.52790935401
2026-06-11 20:00:00,63605.69,63663.4,63270.0,63393.67,556.54606,62901.63291281543,62528.69399831742,60.75623380040347,341.8044473743503,297.06671543471447,63709.15487517943,62117.982124820584
2026-06-11 21:00:00,63393.67,63599.99,63393.66,63519.99,269.29173,62960.52406397587,62567.56835132458,62.369919684342605,348.45722364743415,307.3448170772584,63746.805021503125,62211.72997849688
2026-06-11 22:00:00,63519.99,63670.0,63462.0,63500.01,226.24918,63011.90367693055,62604.134690488325,61.93610895562866,348.10464410472923,315.4967824827526,63744.62723889561,62349.10876110439
2026-06-11 23:00:00,63500.0,63700.0,63362.0,63625.99,351.45962,63070.38808865145,62644.207447724075,63.65278009444042,353.91108868972515,323.1796437241471,63814.54623623064,62372.840763769374
2026-06-12 00:00:00,63626.0,63810.01,63520.86,63648.8,1229.6005,63125.47493735131,62683.60323408784,63.96962814043901,356.24672374988586,329.7930597292949,63878.6032067256,62400.977793274404
2026-06-12 01:00:00,63648.8,63648.8,63301.53,63426.2,745.50942,63154.11541950833,62712.72467588832,58.60093096241642,336.2595805776509,331.0863638989661,63887.32030075502,62473.88069924498
2026-06-12 02:00:00,63426.21,63779.11,63426.2,63624.07,398.45121,63198.872998602776,62748.46370820643,61.67961042642158,332.55262133356155,331.3796153858852,63928.9906601858,62517.41733981421
2026-06-12 03:00:00,63624.07,63649.99,63357.7,63524.82,280.54894,63229.91557016442,62778.90905298265,59.29758627527435,317.94115615561896,328.691923539832,63941.02724549198,62585.92375450802
2026-06-12 04:00:00,63524.81,63863.98,63426.48,63700.0,742.01132,63274.68551586304,62815.03026659117,62.081133387574724,316.8446389232631,326.3224666165182,63988.33833474671,62612.81366525329
2026-06-12 05:00:00,63700.0,63721.31,63310.0,63358.2,603.70673,63282.63927625704,62836.33104045034,54.28105587368809,285.10868224351,318.0797097419166,63988.43528799743,62655.787712002566
2026-06-12 06:00:00,63358.2,63411.5,62829.81,62980.45,1027.41759,63253.85934518494,62841.98276435425,47.219820172340185,226.86132379363698,299.8360325522607,63992.69660107333,62634.77139892669
2026-06-12 07:00:00,62980.46,63211.74,62956.0,63100.8,852.55681,63239.28226469114,62852.132459869776,49.47491982303694,188.24118456603173,277.5170629550149,63992.78004735036,62633.96795264963
2026-06-12 08:00:00,63100.8,63615.84,63100.8,63470.81,600.81984,63261.33252519674,62876.39432418861,55.736610244512825,185.35450927869533,259.084552219751,64004.26165201074,62668.56634798927
2026-06-12 09:00:00,63470.81,63953.84,63438.0,63752.93,524.52211,63308.151332320864,62910.768272259644,59.824942513079534,203.48586614156375,247.96481500411358,64050.44404317472,62689.919956825266
2026-06-12 10:00:00,63752.93,63852.0,63588.34,63702.01,872.53513,63345.66168162364,62941.79735962201,58.76983864196477,211.31042361370783,240.63393672603243,64046.64833342719,62790.514666572795
2026-06-12 11:00:00,63702.01,63884.49,63684.44,63766.01,380.80932,63385.69485480234,62974.119423950564,59.731137769030575,220.13809201936238,236.53476778469843,64033.96738833203,62904.852611667964
2026-06-12 12:00:00,63766.01,63775.0,63378.0,63465.51,515.59574,63393.29629720212,62993.38964261917,53.43183103210997,200.57415026289527,229.34264428033782,63905.469275484706,63121.6567245153
