RSI,EMA20,EMA50,MACD,Signal,volume,Target
61.427834854255394,63180.36541410658,62505.13024208865,451.26155402971926,413.8571980325599,2295.29096,0
57.44608714841761,63213.85537466786,62545.40003651655,424.0898396805133,415.9037263621506,873.93622,1
57.66534863403343,63245.86914850902,62584.7961135159,399.4036265615505,412.60370640203064,1044.76064,0
56.22304260628653,63266.913039127205,62619.385677691746,368.87632424257754,403.85822997014,414.77155,0
54.54794984498675,63276.92227349604,62648.900356997954,333.1912147420444,389.7248269245209,379.67287,1
56.228755391685056,63296.78586649642,62681.70779397843,310.4882803499786,373.8775176096125,793.95609,1
59.67429156001282,63337.94530778248,62722.77650794006,308.58486132086546,360.8189863518631,413.19539,0
54.219417920754985,63347.66575466034,62750.90331155026,280.5267995593531,344.7605489933611,571.04903,0
48.38379604122756,63322.74425421649,62764.04396599927,227.1061893523656,321.22967706516204,533.11634,0
41.298660772326166,63250.292420481586,62756.12067321499,140.86455811495398,285.15665327512045,1868.43384,1
44.66298971855776,63203.97980900715,62756.430058579106,87.80579223818495,245.68648106773335,752.22836,1
46.36705215651267,63171.98173195885,62760.80535039953,53.53039683913812,207.25526422201432,357.79841,1
46.48940718854661,63143.713947962766,62765.29023861916,26.63838737448532,171.13188885250852,780.82683,1
52.469634524118646,63153.10881006155,62783.99885671253,34.55708779534325,143.81692864107546,1115.32376,1
53.92429043395971,63170.78225672235,62805.75105841008,48.05103156899713,124.6637492266598,946.88593,0
53.219892954083015,63183.08870846308,62825.13336984498,54.99003559030825,110.7290064993895,975.96129,0
51.32416439844358,63184.5507362285,62839.772845537336,51.6982577085364,98.92285674121888,669.83742,0
45.351169668363696,63152.664951825784,62840.16410649666,20.71434902385954,83.28115519774701,844.01531,0
43.261619305663615,63111.01781355666,62835.27021996738,-14.51662614531233,63.72159892913515,709.2584,1
44.70393171602333,63080.06468845603,62833.33844663533,-36.31871066651365,43.71353701000539,503.06926,0
43.443088968927775,63044.927099079265,62828.54556637513,-58.960358531650854,23.178757901674143,472.29218,0
42.31101200470972,63006.85308964315,62821.35358338003,-81.29019251680438,2.2849678179784396,693.6037,0
36.536377315936555,62937.02041443904,62799.87344285532,-127.49721125141514,-23.671467995900276,1172.01624,0
28.335059372478455,62804.15656544484,62750.54311176296,-220.61237167025683,-63.05964873077159,2741.42922,0
24.953854176645407,62644.88832111676,62687.064558360486,-323.767071466551,-115.20113327792748,1576.3984,1
30.580616137024805,62525.423719105645,62636.21928156204,-380.2619835979349,-168.21330334192896,2117.17514,1
36.551987851938286,62446.05098395273,62599.19146659882,-396.1396271926351,-213.7985681120702,925.52892,1
38.44331198391617,62383.76136643342,62567.537291438086,-396.0877567646312,-250.2564058425824,528.51144,1
